ItemId,item_idx
73711,418
18498,419
4886,420
125927,421
68423,422
24883,423
126237,424
131133,425
19741,426
13905,427
6436,428
7033,429
7837,430
265582,431
195553,432
246216,433
141347,434
372654,435
25760,436
300641,437
139528,438
405016,439
178447,440
196036,441
161099,442
34605,443
125621,444
27047,445
2681,446
85135,447
10250,448
2980,449
176654,450
75267,451
3325,452
125599,453
34910,454
35914,455
36126,456
7974,457
36556,458
130823,459
5372,460
36515,461
173671,462
203487,463
205010,464
167930,465
57874,466
41905,467
12726,468
47736,469
9737,470
2360,471
226620,472
22715,473
2087,474
32082,475
2673,476
30340,477
30366,478
48570,479
9989,480
302664,481
85849,482
188217,483
10856,484
86227,485
155745,486
7005,487
36878,488
47586,489
36885,490
79520,491
25911,492
161528,493
175874,494
24067,495
24753,496
13607,497
6478,498
30761,499
801,500
84626,501
9999,502
21638,503
7779,504
42163,505
3299,506
68351,507
11664,508
421,509
170363,510
7481,511
2253,512
114824,513
34038,514
69273,515
7104,516
10713,517
8328,518
49920,519
40834,520
9550,521
83972,522
62496,523
46871,524
79956,525
126695,526
169217,527
89710,528
90622,529
126615,530
41580,531
30696,532
60795,533
36266,534
6074,535
90454,536
40988,537
33836,538
56241,539
56514,540
10263,541
47373,542
36602,543
104616,544
35885,545
30947,546
7095,547
4076,548
31233,549
8404,550
7726,551
3655,552
33890,553
4603,554
4926,555
33886,556
72562,557
68815,558
6302,559
25215,560
207876,561
385702,562
379860,563
379043,564
13064,565
35473,566
7010,567
90621,568
211850,569
7088,570
182014,571
236201,572
93152,573
16826,574
2458,575
227042,576
57201,577
162305,578
126422,579
14758,580
7398,581
59,582
51250,583
134789,584
161080,585
67926,586
435263,587
10674,588
30792,589
6913,590
33655,591
489123,592
24194,593
1356,594
85571,595
234568,596
16486,597
61761,598
127197,599
138324,600
218374,601
297991,602
50887,603
40123,604
11770,605
156673,606
125587,607
23884,608
20166,609
36271,610
25833,611
81175,612
379018,613
375650,614
14851,615
38035,616
10296,617
28201,618
106591,619
379023,620
377923,621
10237,622
47310,623
36031,624
13748,625
47167,626
6510,627
14124,628
6848,629
14441,630
7100,631
10988,632
9581,633
84577,634
41935,635
13661,636
29769,637
72130,638
113372,639
83401,640
170172,641
98333,642
33240,643
42933,644
66031,645
76811,646
87476,647
194264,648
12319,649
8158,650
11177,651
40985,652
47017,653
47135,654
13954,655
13043,656
5582,657
35981,658
36272,659
36738,660
69350,661
5825,662
68590,663
23761,664
51760,665
52423,666
22861,667
33530,668
74933,669
64599,670
13189,671
11017,672
7544,673
7545,674
34592,675
12145,676
88887,677
13749,678
95117,679
8756,680
1329,681
42605,682
17450,683
28367,684
57717,685
13281,686
35715,687
10193,688
11385,689
34192,690
135915,691
128613,692
47363,693
431155,694
1299,695
2176,696
16952,697
18635,698
89791,699
13574,700
36181,701
175662,702
168017,703
14222,704
36584,705
78211,706
15642,707
117877,708
36685,709
13326,710
13558,711
13595,712
50551,713
11881,714
20748,715
22470,716
84873,717
41781,718
170414,719
5986,720
13545,721
645,722
31033,723
159774,724
120347,725
33919,726
26149,727
707,728
62441,729
20054,730
79526,731
47296,732
25274,733
522549,734
80424,735
39403,736
126879,737
30700,738
129757,739
174366,740
22587,741
63798,742
3171,743
290874,744
4433,745
88444,746
379049,747
74476,748
30166,749
37583,750
647,751
134412,752
252535,753
38600,754
22271,755
421763,756
16920,757
139656,758
85558,759
6615,760
375107,761
376543,762
7468,763
1159,764
206301,765
164363,766
86550,767
3629,768
34103,769
104310,770
128905,771
162638,772
58377,773
379486,774
388065,775
19441,776
30618,777
32817,778
12229,779
13099,780
35641,781
36662,782
14473,783
57752,784
89940,785
66470,786
88357,787
122964,788
46632,789
79064,790
5392,791
36146,792
90248,793
13983,794
14001,795
47708,796
14934,797
79582,798
10122,799
125013,800
64068,801
133346,802
180000,803
438457,804
198930,805
354859,806
169589,807
9338,808
40986,809
32661,810
130841,811
421369,812
247658,813
10271,814
36202,815
4081,816
29254,817
36703,818
40156,819
9154,820
2920,821
2922,822
36035,823
171278,824
14382,825
19460,826
20521,827
91196,828
71472,829
1511,830
2273,831
201077,832
31079,833
2865,834
36142,835
13760,836
13960,837
30839,838
11586,839
67789,840
49502,841
110695,842
172299,843
2166,844
260220,845
27359,846
10073,847
17437,848
29260,849
134713,850
248779,851
63142,852
400043,853
126082,854
30544,855
383829,856
57162,857
13663,858
6666,859
69167,860
427176,861
6221,862
13044,863
12670,864
124550,865
31930,866
155233,867
72413,868
2124,869
30327,870
205009,871
8789,872
4583,873
90107,874
2743,875
64648,876
5650,877
19679,878
52882,879
38128,880
37775,881
57835,882
13520,883
48167,884
36694,885
11559,886
3717,887
60,888
5413,889
35380,890
37333,891
4991,892
5045,893
5828,894
35980,895
36411,896
7241,897
58524,898
14889,899
86512,900
86513,901
45669,902
164039,903
30165,904
9308,905
12646,906
12954,907
90259,908
378740,909
402902,910
53224,911
80149,912
380998,913
3314,914
200073,915
12720,916
379732,917
71942,918
61771,919
16852,920
181073,921
28376,922
68398,923
67698,924
6249,925
34081,926
5058,927
34994,928
36809,929
14444,930
51257,931
3138,932
36642,933
3642,934
336354,935
882,936
14133,937
76154,938
13991,939
85799,940
126892,941
126991,942
30110,943
169756,944
214792,945
30516,946
180372,947
236824,948
458121,949
30785,950
134297,951
9971,952
12135,953
81645,954
66806,955
70860,956
3855,957
35324,958
5451,959
25442,960
6080,961
131616,962
158576,963
3253,964
127250,965
192255,966
32718,967
79939,968
32622,969
453456,970
117127,971
365117,972
229318,973
34755,974
201785,975
131182,976
31142,977
49788,978
33064,979
57688,980
171470,981
20461,982
178151,983
23155,984
60484,985
9354,986
32418,987
10035,988
378062,989
350419,990
385589,991
377573,992
27986,993
311415,994
412553,995
263854,996
195877,997
393327,998
79946,999
196228,1000
375081,1001
8644,1002
12217,1003
25849,1004
40631,1005
9476,1006
62915,1007
3200,1008
31638,1009
3115,1010
606,1011
36359,1012
6694,1013
36409,1014
54017,1015
79209,1016
32773,1017
11700,1018
55205,1019
30151,1020
7637,1021
80698,1022
1907,1023
11406,1024
54952,1025
83646,1026
2717,1027
3476,1028
24511,1029
35462,1030
126107,1031
160790,1032
14113,1033
14179,1034
37382,1035
210829,1036
30267,1037
10403,1038
65700,1039
77294,1040
34760,1041
135575,1042
7163,1043
14548,1044
79988,1045
20493,1046
375519,1047
34614,1048
9617,1049
42419,1050
33475,1051
72846,1052
10041,1053
49986,1054
103581,1055
10850,1056
66973,1057
206092,1058
89579,1059
12741,1060
211659,1061
12742,1062
24492,1063
12743,1064
5193,1065
135724,1066
206093,1067
125862,1068
89583,1069
166007,1070
142463,1071
189660,1072
35187,1073
18965,1074
227662,1075
231481,1076
151009,1077
175998,1078
42779,1079
55628,1080
92413,1081
22755,1082
125595,1083
150027,1084
5723,1085
19902,1086
15195,1087
8140,1088
118300,1089
65054,1090
89212,1091
157869,1092
35333,1093
35997,1094
47233,1095
90228,1096
14062,1097
175756,1098
36639,1099
36706,1100
157728,1101
7825,1102
359,1103
70223,1104
32394,1105
43,1106
36654,1107
63041,1108
35887,1109
26006,1110
65253,1111
14743,1112
50425,1113
9100,1114
50972,1115
57522,1116
125944,1117
6776,1118
196207,1119
10488,1120
21856,1121
68151,1122
35185,1123
189726,1124
150259,1125
158173,1126
25256,1127
36321,1128
49272,1129
32487,1130
6450,1131
107572,1132
58687,1133
107905,1134
211348,1135
64897,1136
23206,1137
48461,1138
31815,1139
80547,1140
6468,1141
22083,1142
39501,1143
3512,1144
132596,1145
14424,1146
68608,1147
13845,1148
7648,1149
86070,1150
24817,1151
13642,1152
58007,1153
69340,1154
14709,1155
10565,1156
46894,1157
9600,1158
100198,1159
86728,1160
423657,1161
104517,1162
908,1163
26506,1164
1010,1165
47544,1166
79421,1167
57787,1168
57788,1169
13424,1170
3313,1171
120369,1172
34019,1173
9667,1174
32176,1175
5350,1176
35879,1177
19690,1178
16673,1179
12623,1180
133770,1181
8240,1182
9575,1183
45104,1184
70004,1185
33880,1186
131151,1187
25260,1188
166250,1189
525,1190
59679,1191
3751,1192
91798,1193
299,1194
227511,1195
30837,1196
30913,1197
8623,1198
32311,1199
101741,1200
47242,1201
19980,1202
170129,1203
98023,1204
166964,1205
195719,1206
162225,1207
164202,1208
100760,1209
70504,1210
81744,1211
9856,1212
34969,1213
15340,1214
31575,1215
51999,1216
41301,1217
19659,1218
9758,1219
10297,1220
11167,1221
7717,1222
70825,1223
9993,1224
66814,1225
58132,1226
85073,1227
5110,1228
79401,1229
57756,1230
20008,1231
25432,1232
131310,1233
6802,1234
14320,1235
69138,1236
7312,1237
7313,1238
40965,1239
3284,1240
13288,1241
2287,1242
63834,1243
85309,1244
33244,1245
34282,1246
24141,1247
8081,1248
83289,1249
31647,1250
129736,1251
136226,1252
58138,1253
47308,1254
8236,1255
869,1256
4018,1257
90312,1258
129075,1259
68352,1260
4953,1261
581,1262
8848,1263
10685,1264
83105,1265
5395,1266
13155,1267
36024,1268
11647,1269
4620,1270
128759,1271
2398,1272
33668,1273
136196,1274
12208,1275
202253,1276
18765,1277
332,1278
64884,1279
270833,1280
162567,1281
47561,1282
32119,1283
32933,1284
21861,1285
40773,1286
9641,1287
58464,1288
33361,1289
168020,1290
8498,1291
124560,1292
31359,1293
10196,1294
3001,1295
16053,1296
207838,1297
16210,1298
76614,1299
7575,1300
30878,1301
30882,1302
61872,1303
2671,1304
6135,1305
499822,1306
189843,1307
46965,1308
72561,1309
28191,1310
33917,1311
88729,1312
180026,1313
30254,1314
134333,1315
14028,1316
2883,1317
5352,1318
36366,1319
8742,1320
2860,1321
14651,1322
1189,1323
41223,1324
60019,1325
74351,1326
85046,1327
23354,1328
34818,1329
35404,1330
5491,1331
126034,1332
19387,1333
90492,1334
31924,1335
9673,1336
10177,1337
31890,1338
34382,1339
14295,1340
3057,1341
18323,1342
35143,1343
13961,1344
13058,1345
30605,1346
601,1347
70485,1348
49694,1349
38889,1350
21350,1351
49742,1352
71436,1353
60656,1354
322395,1355
300172,1356
205207,1357
100925,1358
424585,1359
408917,1360
77307,1361
36880,1362
31628,1363
33906,1364
34992,1365
35074,1366
126100,1367
21293,1368
170303,1369
36608,1370
83474,1371
2397,1372
56584,1373
136031,1374
90036,1375
36320,1376
4523,1377
130138,1378
34321,1379
90094,1380
193987,1381
132728,1382
33228,1383
6208,1384
10747,1385
35474,1386
46988,1387
136014,1388
88073,1389
57324,1390
35015,1391
49094,1392
19438,1393
175592,1394
13978,1395
181808,1396
381710,1397
80752,1398
81082,1399
59740,1400
217759,1401
41675,1402
17246,1403
17276,1404
398477,1405
379721,1406
31954,1407
83866,1408
83870,1409
87417,1410
44378,1411
4183,1412
378487,1413
58603,1414
21540,1415
1594,1416
5196,1417
12495,1418
129161,1419
9571,1420
30409,1421
31188,1422
6808,1423
6225,1424
32201,1425
9886,1426
2770,1427
33385,1428
33440,1429
295472,1430
19209,1431
247871,1432
380955,1433
378017,1434
9387,1435
4192,1436
269426,1437
8832,1438
182793,1439
124726,1440
115371,1441
234713,1442
363713,1443
122537,1444
1735,1445
17131,1446
36269,1447
60913,1448
40093,1449
58753,1450
382896,1451
31420,1452
10951,1453
11336,1454
36837,1455
3557,1456
156670,1457
195989,1458
29663,1459
247790,1460
50026,1461
177836,1462
33999,1463
36334,1464
7022,1465
47764,1466
14816,1467
7328,1468
7396,1469
381492,1470
169537,1471
47513,1472
7956,1473
146872,1474
140463,1475
83568,1476
18252,1477
387866,1478
377158,1479
13684,1480
31044,1481
35789,1482
36094,1483
8070,1484
15999,1485
9339,1486
73628,1487
74527,1488
63785,1489
171463,1490
58016,1491
36243,1492
12197,1493
57532,1494
47245,1495
6771,1496
79875,1497
11718,1498
170867,1499
6649,1500
17672,1501
90677,1502
7659,1503
1838,1504
32184,1505
210308,1506
74937,1507
42916,1508
33248,1509
3952,1510
29379,1511
7225,1512
9307,1513
60715,1514
135335,1515
87828,1516
58565,1517
234364,1518
192211,1519
17726,1520
12964,1521
2395,1522
33557,1523
2723,1524
32826,1525
21184,1526
38548,1527
10469,1528
119645,1529
12638,1530
5521,1531
57,1532
42197,1533
5848,1534
93495,1535
177571,1536
74082,1537
74858,1538
8047,1539
30961,1540
162954,1541
1003,1542
34401,1543
171432,1544
20000,1545
7154,1546
60479,1547
110992,1548
160532,1549
30623,1550
34422,1551
5709,1552
14208,1553
36805,1554
36807,1555
171555,1556
7254,1557
2237,1558
146785,1559
7522,1560
159700,1561
39945,1562
61632,1563
2061,1564
33915,1565
30218,1566
130258,1567
128818,1568
30258,1569
9515,1570
88667,1571
13628,1572
58736,1573
15518,1574
70660,1575
30670,1576
60189,1577
3541,1578
33498,1579
33908,1580
293892,1581
196482,1582
15812,1583
134235,1584
38934,1585
26666,1586
9858,1587
187825,1588
10556,1589
415324,1590
23985,1591
5027,1592
58779,1593
133542,1594
81078,1595
30121,1596
749,1597
9699,1598
67324,1599
90486,1600
214068,1601
80428,1602
30080,1603
69692,1604
30081,1605
26470,1606
8519,1607
7988,1608
1453,1609
31460,1610
21714,1611
72769,1612
98179,1613
11126,1614
33231,1615
35772,1616
34113,1617
150971,1618
54421,1619
10952,1620
12303,1621
9185,1622
57565,1623
5683,1624
35627,1625
6057,1626
9869,1627
32122,1628
520,1629
93299,1630
1837,1631
2670,1632
12463,1633
24770,1634
90021,1635
7172,1636
31013,1637
1127,1638
7790,1639
65352,1640
4328,1641
11815,1642
4588,1643
175659,1644
25285,1645
28301,1646
81531,1647
59965,1648
31000,1649
2692,1650
32608,1651
12987,1652
68755,1653
36097,1654
3948,1655
211476,1656
11577,1657
78577,1658
56418,1659
35366,1660
9143,1661
9287,1662
43999,1663
79709,1664
12497,1665
737,1666
100080,1667
84091,1668
47538,1669
341438,1670
162098,1671
384891,1672
4851,1673
46834,1674
227762,1675
14737,1676
84268,1677
32619,1678
13695,1679
47324,1680
196635,1681
33405,1682
10900,1683
3715,1684
35888,1685
42178,1686
58916,1687
521,1688
2459,1689
80240,1690
126659,1691
376400,1692
375780,1693
377676,1694
4245,1695
34410,1696
14089,1697
14207,1698
2307,1699
44064,1700
44066,1701
33907,1702
39388,1703
9992,1704
351157,1705
128267,1706
157425,1707
356796,1708
173123,1709
125832,1710
130880,1711
143093,1712
46777,1713
15574,1714
837,1715
31511,1716
69683,1717
117655,1718
231568,1719
7008,1720
36881,1721
41958,1722
34449,1723
45628,1724
24180,1725
19141,1726
175515,1727
14217,1728
190757,1729
141732,1730
130778,1731
135726,1732
80069,1733
57909,1734
1462,1735
90877,1736
19149,1737
80575,1738
19906,1739
6566,1740
39353,1741
78263,1742
376001,1743
381816,1744
380756,1745
391549,1746
384680,1747
69297,1748
768,1749
134255,1750
31654,1751
10793,1752
10666,1753
78262,1754
9502,1755
66698,1756
68366,1757
23429,1758
48506,1759
80929,1760
15351,1761
36188,1762
220470,1763
7483,1764
61,1765
33157,1766
88742,1767
220429,1768
33441,1769
29213,1770
136341,1771
98711,1772
34717,1773
388475,1774
247827,1775
13037,1776
19479,1777
66658,1778
109474,1779
114620,1780
64895,1781
87580,1782
49585,1783
12262,1784
68212,1785
2148,1786
83756,1787
52306,1788
173,1789
80615,1790
208521,1791
35734,1792
35344,1793
57917,1794
76862,1795
34140,1796
134955,1797
4952,1798
166048,1799
32597,1800
24938,1801
5153,1802
13559,1803
19869,1804
148559,1805
35438,1806
14321,1807
131066,1808
81291,1809
75930,1810
25730,1811
58582,1812
212765,1813
15814,1814
3687,1815
33680,1816
130242,1817
65579,1818
211712,1819
458468,1820
19953,1821
208969,1822
391368,1823
335634,1824
11134,1825
6639,1826
14162,1827
252937,1828
378701,1829
29866,1830
384823,1831
14760,1832
90774,1833
376973,1834
387796,1835
385568,1836
384104,1837
134527,1838
15705,1839
127567,1840
53838,1841
67536,1842
31701,1843
51370,1844
115048,1845
3021,1846
10761,1847
4700,1848
85116,1849
10234,1850
7647,1851
1961,1852
130718,1853
78597,1854
12244,1855
135086,1856
89189,1857
13813,1858
84384,1859
66541,1860
5260,1861
5291,1862
12955,1863
46779,1864
13381,1865
126125,1866
5897,1867
13400,1868
128723,1869
4732,1870
31772,1871
188262,1872
13320,1873
36051,1874
6862,1875
80044,1876
8737,1877
23370,1878
8028,1879
38343,1880
32217,1881
260941,1882
78403,1883
12489,1884
235083,1885
14641,1886
383228,1887
26557,1888
60685,1889
11375,1890
391799,1891
383890,1892
46660,1893
5272,1894
68288,1895
68289,1896
83749,1897
5132,1898
131322,1899
8587,1900
1254,1901
27116,1902
9539,1903
73788,1904
35000,1905
128862,1906
27422,1907
124972,1908
16928,1909
16930,1910
32417,1911
183814,1912
139814,1913
86137,1914
321738,1915
232743,1916
248840,1917
62801,1918
699,1919
36273,1920
90227,1921
33600,1922
55056,1923
4156,1924
87892,1925
162200,1926
28963,1927
35383,1928
72363,1929
18723,1930
35227,1931
298422,1932
379684,1933
165975,1934
375426,1935
376650,1936
377548,1937
376212,1938
386899,1939
393810,1940
12834,1941
8076,1942
70638,1943
23723,1944
30587,1945
19005,1946
5484,1947
375966,1948
176612,1949
90284,1950
161039,1951
211882,1952
375538,1953
377919,1954
379857,1955
387731,1956
91959,1957
862,1958
41377,1959
44794,1960
95616,1961
2637,1962
140220,1963
130942,1964
126235,1965
1253,1966
31953,1967
2265,1968
22387,1969
74220,1970
4643,1971
764,1972
6749,1973
30863,1974
145215,1975
88405,1976
42569,1977
128056,1978
111211,1979
8599,1980
9070,1981
53667,1982
86820,1983
87875,1984
135847,1985
383889,1986
504815,1987
240539,1988
10508,1989
17907,1990
47673,1991
41549,1992
32464,1993
10007,1994
63728,1995
10779,1996
58473,1997
26335,1998
81522,1999
10584,2000
3170,2001
85771,2002
54767,2003
23682,2004
30248,2005
12221,2006
35084,2007
68781,2008
49145,2009
82392,2010
130922,2011
31887,2012
2205,2013
11290,2014
375483,2015
30626,2016
480545,2017
195986,2018
13001,2019
13669,2020
33150,2021
25680,2022
9790,2023
14123,2024
33272,2025
9368,2026
2560,2027
10433,2028
1049,2029
8980,2030
498331,2031
78893,2032
46461,2033
132140,2034
135981,2035
79717,2036
16288,2037
88196,2038
16097,2039
7476,2040
58968,2041
11951,2042
28957,2043
48984,2044
92962,2045
624,2046
33818,2047
2329,2048
41321,2049
3113,2050
11076,2051
47070,2052
2050,2053
30984,2054
37654,2055
221286,2056
130803,2057
57583,2058
89810,2059
19154,2060
35656,2061
126076,2062
8548,2063
79334,2064
5975,2065
396156,2066
7307,2067
56005,2068
185319,2069
57404,2070
385110,2071
157556,2072
150161,2073
157599,2074
432492,2075
160757,2076
68676,2077
211846,2078
71734,2079
42271,2080
2537,2081
6447,2082
43622,2083
378240,2084
21034,2085
63471,2086
33305,2087
33309,2088
31567,2089
12543,2090
36252,2091
40210,2092
101326,2093
57335,2094
383091,2095
47152,2096
6871,2097
10835,2098
11363,2099
3888,2100
80086,2101
373397,2102
85354,2103
79196,2104
36235,2105
128743,2106
377396,2107
376878,2108
39360,2109
381001,2110
85483,2111
43298,2112
168114,2113
392085,2114
147133,2115
69891,2116
59744,2117
232287,2118
13226,2119
248755,2120
68854,2121
445999,2122
89157,2123
381983,2124
378408,2125
376319,2126
378,2127
16813,2128
58958,2129
11415,2130
770,2131
12611,2132
38801,2133
71632,2134
35875,2135
27864,2136
134626,2137
120164,2138
12917,2139
3210,2140
8453,2141
1443,2142
1544,2143
34620,2144
35249,2145
57539,2146
30627,2147
30711,2148
8867,2149
21949,2150
83510,2151
41750,2152
175630,2153
51981,2154
79585,2155
17247,2156
3935,2157
247725,2158
77261,2159
11839,2160
9027,2161
31532,2162
3403,2163
34062,2164
90514,2165
36447,2166
15225,2167
26103,2168
72981,2169
64755,2170
65669,2171
135650,2172
157621,2173
19809,2174
13985,2175
79792,2176
136390,2177
126533,2178
374956,2179
172152,2180
13902,2181
263153,2182
175107,2183
233310,2184
397035,2185
37007,2186
66439,2187
44898,2188
4400,2189
35350,2190
135861,2191
35520,2192
29284,2193
169996,2194
27312,2195
5551,2196
42775,2197
376475,2198
181526,2199
181750,2200
173696,2201
379363,2202
377312,2203
9209,2204
119581,2205
61000,2206
177801,2207
84723,2208
35070,2209
32226,2210
10317,2211
5301,2212
83523,2213
2327,2214
51,2215
114857,2216
46883,2217
162417,2218
19320,2219
90117,2220
79580,2221
36398,2222
414791,2223
402728,2224
58385,2225
126607,2226
20436,2227
376297,2228
409723,2229
375427,2230
380084,2231
6347,2232
68883,2233
29715,2234
72320,2235
148902,2236
33072,2237
33298,2238
131518,2239
33529,2240
11032,2241
17883,2242
9841,2243
128694,2244
25364,2245
68529,2246
35716,2247
5767,2248
5780,2249
165503,2250
93676,2251
38752,2252
137860,2253
14039,2254
421588,2255
40566,2256
5097,2257
12946,2258
43616,2259
167947,2260
160870,2261
377612,2262
375400,2263
376489,2264
378588,2265
61959,2266
8042,2267
12621,2268
5384,2269
35458,2270
6440,2271
36938,2272
80192,2273
11377,2274
12151,2275
5298,2276
81454,2277
49490,2278
71662,2279
35959,2280
404153,2281
12272,2282
35356,2283
79278,2284
90605,2285
134035,2286
42292,2287
9300,2288
6211,2289
12962,2290
46727,2291
48332,2292
93935,2293
54721,2294
17101,2295
50863,2296
132079,2297
27261,2298
211347,2299
17931,2300
24245,2301
130644,2302
4242,2303
86374,2304
88873,2305
268595,2306
181488,2307
36756,2308
164649,2309
393792,2310
410124,2311
254945,2312
8882,2313
164359,2314
13780,2315
10388,2316
13509,2317
107797,2318
91827,2319
16068,2320
31300,2321
1891,2322
33267,2323
126175,2324
3030,2325
6316,2326
129047,2327
28885,2328
227651,2329
9879,2330
8776,2331
6939,2332
256060,2333
8003,2334
60660,2335
71927,2336
17542,2337
85989,2338
54161,2339
175409,2340
131556,2341
77554,2342
394322,2343
11059,2344
2444,2345
18529,2346
77782,2347
79710,2348
69544,2349
58721,2350
14707,2351
30263,2352
7719,2353
383,2354
423082,2355
82549,2356
1267,2357
61072,2358
71855,2359
202211,2360
83995,2361
100040,2362
65006,2363
179622,2364
11634,2365
88853,2366
175705,2367
380952,2368
166367,2369
166368,2370
7054,2371
36912,2372
378500,2373
378610,2374
376301,2375
376193,2376
376970,2377
83415,2378
69822,2379
21062,2380
5336,2381
31149,2382
144390,2383
31315,2384
91179,2385
19581,2386
5339,2387
75931,2388
46749,2389
2820,2390
5874,2391
53746,2392
13804,2393
1914,2394
89718,2395
3126,2396
73224,2397
73490,2398
27265,2399
85923,2400
81839,2401
60290,2402
49394,2403
342968,2404
61459,2405
165142,2406
355423,2407
57558,2408
125969,2409
14520,2410
200269,2411
57817,2412
35119,2413
7877,2414
75516,2415
35906,2416
83371,2417
31678,2418
51366,2419
73408,2420
73546,2421
195269,2422
41310,2423
63336,2424
86882,2425
16173,2426
14974,2427
8627,2428
134850,2429
88495,2430
56433,2431
55275,2432
83029,2433
127208,2434
72658,2435
127377,2436
22509,2437
116986,2438
130531,2439
29061,2440
12996,2441
2452,2442
36139,2443
31252,2444
106577,2445
25209,2446
77278,2447
47624,2448
7125,2449
197670,2450
375424,2451
71209,2452
60584,2453
49790,2454
8510,2455
31092,2456
31444,2457
9109,2458
1689,2459
2586,2460
54271,2461
86568,2462
55735,2463
4676,2464
14801,2465
14802,2466
153397,2467
5414,2468
70990,2469
394027,2470
32202,2471
11000,2472
32166,2473
90904,2474
71626,2475
165680,2476
30649,2477
42301,2478
34243,2479
75835,2480
79859,2481
112845,2482
31916,2483
17413,2484
29207,2485
231550,2486
32057,2487
155246,2488
195733,2489
106292,2490
6561,2491
196257,2492
21779,2493
1087,2494
8607,2495
39320,2496
40297,2497
13630,2498
13790,2499
33744,2500
12874,2501
12994,2502
